provider_id,claim_count,total_claim_amount,average_claim_amount,total_payment_amount,average_payment_amount,missing_payment_claims,payment_date_issues,missing_payment_rate,payment_date_issue_rate,risk_score,risk_category,name,specialty,state
1527,46,1119197.4178440536,24330.378648783775,774901.488328643,20943.283468341702,9,23,0.1956521739130435,0.5,34.78260869565217,Medium,Carter Ltd,Oncologist,Mississippi
1528,36,1021935.4443479342,28387.095676331504,742090.8310304387,23938.413904207697,5,15,0.1388888888888889,0.4166666666666667,27.77777777777778,Medium,Hansen Group,Dermatologist,Nevada
1529,42,1043298.0,24840.428571428572,642907.019744415,21430.233991480498,12,13,0.2857142857142857,0.30952380952380953,29.76190476190476,Medium,"Williams, Richardson and Wilson",Cardiologist,Texas
1530,41,1036904.0,25290.341463414636,697743.9517091981,22507.86940997413,10,14,0.24390243902439024,0.34146341463414637,29.26829268292683,Medium,"Calhoun, Stone and Newton",General Practitioner,New Mexico
1531,43,1124056.0,26140.837209302324,743227.9118314518,25628.548683843164,14,13,0.32558139534883723,0.3023255813953488,31.3953488372093,Medium,Gonzalez and Sons,General Practitioner,North Carolina
1532,25,643350.0,25734.0,391024.421575185,21723.578976399167,7,8,0.28,0.32,30.0,Medium,"Murray, White and Taylor",General Practitioner,Wisconsin
1533,46,1225663.0,26644.847826086956,794774.8689779652,22707.853399370433,11,16,0.2391304347826087,0.34782608695652173,29.347826086956523,Medium,Robinson and Sons,General Practitioner,Georgia
1534,31,563005.0,18161.451612903227,375615.32012588455,15650.638338578523,7,13,0.22580645161290322,0.41935483870967744,32.25806451612903,Medium,"Grant, Steele and Wilson",Orthopedic,Michigan
1535,46,1161808.0,25256.695652173912,881748.3041733666,23831.035247928827,9,13,0.1956521739130435,0.2826086956521739,23.913043478260867,Medium,"Lin, Allison and Miller",Oncologist,Wisconsin
1536,30,618110.0,20603.666666666668,434751.6904777724,18114.65376990718,6,11,0.2,0.36666666666666664,28.333333333333332,Medium,Castillo PLC,General Practitioner,New York
1537,44,1177440.2172862235,26760.00493832326,499299.65809071966,18492.579929285912,17,12,0.38636363636363635,0.2727272727272727,32.95454545454545,Medium,Lang LLC,Orthopedic,South Carolina
1538,44,1334783.3138473122,30335.984405620733,789958.7819601547,23234.08182235749,10,16,0.22727272727272727,0.36363636363636365,29.545454545454547,Medium,Munoz Group,Oncologist,Illinois
1539,41,1003030.0,24464.146341463416,804832.8998900286,22356.469441389683,5,19,0.12195121951219512,0.4634146341463415,29.26829268292683,Medium,Peterson-Walker,Oncologist,Arizona
1540,27,673389.0,24940.333333333332,453961.8707895767,22698.093539478832,7,7,0.25925925925925924,0.25925925925925924,25.925925925925924,Medium,Hester PLC,Orthopedic,North Carolina
1541,32,637831.0,19932.21875,360469.3930638019,16384.972411990995,10,13,0.3125,0.40625,35.9375,Medium,"Little, Martin and Harris",Dermatologist,Minnesota
1542,32,755802.0,23618.8125,604268.1825712229,22380.30305819344,5,15,0.15625,0.46875,31.25,Medium,Garza-Brewer,Dermatologist,Maryland
1543,38,781731.0,20571.86842105263,504802.98979081947,19415.49960733921,12,11,0.3157894736842105,0.2894736842105263,30.263157894736842,Medium,"Rodriguez, Richards and Williams",General Practitioner,Alabama
1544,42,1297603.9521685112,30895.33219448836,806495.0284691418,26883.16761563806,12,13,0.2857142857142857,0.30952380952380953,29.76190476190476,Medium,Montgomery PLC,Orthopedic,Idaho
1545,39,1182378.3298329571,30317.393072639927,655087.9909265677,25195.691958714142,13,12,0.3333333333333333,0.3076923076923077,32.05128205128205,Medium,Williams Inc,Orthopedic,Connecticut
1546,35,847003.0,24200.085714285713,629465.960367757,22480.92715599132,7,16,0.2,0.45714285714285713,32.85714285714286,Medium,Stewart Group,Dermatologist,Wisconsin
1547,44,1151008.4370028456,26159.282659155582,689986.2718380176,20293.713877588754,10,22,0.22727272727272727,0.5,36.36363636363636,Medium,Marsh-Sanchez,Orthopedic,Connecticut
1548,52,1247840.0,23996.923076923078,801045.0768871037,21649.866942894696,15,18,0.28846153846153844,0.34615384615384615,31.730769230769226,Medium,Graham and Sons,Orthopedic,Indiana
1549,45,1200402.0,26675.6,805393.5762955607,23011.24503701602,10,18,0.2222222222222222,0.4,31.11111111111111,Medium,Chen Ltd,General Practitioner,West Virginia
1550,43,1088820.0,25321.39534883721,895484.6485712589,24202.287799223213,6,18,0.13953488372093023,0.4186046511627907,27.906976744186046,Medium,Lawrence-Cooke,General Practitioner,Maine
1551,45,1197870.0,26619.333333333332,768537.0080819783,24791.516389741235,14,18,0.3111111111111111,0.4,35.55555555555556,Medium,Hodges-Lloyd,Orthopedic,Georgia
1552,38,900369.0,23693.92105263158,622546.5185877808,20751.550619592694,8,12,0.21052631578947367,0.3157894736842105,26.31578947368421,Medium,Bauer Inc,Cardiologist,Indiana
1553,29,812276.3068030787,28009.527820795818,587659.5994200765,22602.292285387557,3,16,0.10344827586206896,0.5517241379310345,32.758620689655174,Medium,Butler-Wood,Cardiologist,Colorado
1554,35,966612.0,27617.485714285714,599443.7701006837,23977.750804027346,10,11,0.2857142857142857,0.3142857142857143,30.0,Medium,Kim-James,Orthopedic,Montana
1555,48,1306137.0,27211.1875,768175.7438719735,24005.49199599917,16,19,0.3333333333333333,0.3958333333333333,36.45833333333333,Medium,Young-Robinson,Dermatologist,Tennessee
1556,40,927866.0,23196.65,720467.4040191723,21832.345576338554,7,18,0.175,0.45,31.25,Medium,Rose-Brown,General Practitioner,Texas
1557,45,1231531.665797358,27367.3703510524,814851.2024307598,23966.211836198818,11,17,0.24444444444444444,0.37777777777777777,31.11111111111111,Medium,Santiago and Sons,Cardiologist,Wyoming
1558,43,1143695.0,26597.558139534885,811111.750530355,23856.227956775147,9,18,0.20930232558139536,0.4186046511627907,31.395348837209305,Medium,"Walters, Matthews and Turner",General Practitioner,Missouri
1559,44,1053874.0,23951.68181818182,733837.4012591189,23672.174234165126,13,13,0.29545454545454547,0.29545454545454547,29.545454545454547,Medium,Castillo-Petersen,Orthopedic,Wisconsin
1560,32,787471.0,24608.46875,415141.81640679995,18870.082563945452,10,9,0.3125,0.28125,29.6875,Medium,"Ross, Richardson and Reid",General Practitioner,Florida
1561,58,1492474.3108668535,25732.315704600922,803914.8421528399,20097.871053820996,18,18,0.3103448275862069,0.3103448275862069,31.03448275862069,Medium,Morton-Odonnell,Cardiologist,Texas
1562,36,878508.7903894819,24403.021955263386,491454.01123320765,20477.25046805032,12,12,0.3333333333333333,0.3333333333333333,33.33333333333333,Medium,Sexton-Moore,Orthopedic,Michigan
1563,43,1029545.7443472221,23942.924287144702,616731.8064042397,20557.726880141323,13,11,0.3023255813953488,0.2558139534883721,27.906976744186046,Medium,Mccormick Inc,Orthopedic,Arizona
1564,38,952905.3691454602,25076.45708277527,565814.0648802078,25718.821130918535,16,12,0.42105263157894735,0.3157894736842105,36.84210526315789,Medium,Booth-Young,Orthopedic,Tennessee
1565,45,1228352.0,27296.71111111111,806606.4455523829,23045.898444353796,10,16,0.2222222222222222,0.35555555555555557,28.88888888888889,Medium,"Harris, Jefferson and Wallace",General Practitioner,Wisconsin
1566,45,1156409.0,25697.977777777778,716297.1316313907,23876.57105437969,15,18,0.3333333333333333,0.4,36.666666666666664,Medium,Washington LLC,Dermatologist,Arkansas
1567,46,1136665.6115793393,24710.1219908552,809504.6982149464,23128.705663284185,11,22,0.2391304347826087,0.4782608695652174,35.869565217391305,Medium,"Brown, Alvarez and French",Cardiologist,Pennsylvania
1568,32,994915.0,31091.09375,749929.1176732477,26783.182774044562,4,17,0.125,0.53125,32.8125,Medium,"Williams, Conner and Miranda",Oncologist,New York
1569,38,874007.0,23000.184210526317,628348.9223289306,21667.204218238985,9,13,0.23684210526315788,0.34210526315789475,28.94736842105263,Medium,"Tran, Finley and Cannon",Cardiologist,Nebraska
1570,35,793343.0,22666.942857142858,467341.1407221553,18693.64562888621,10,14,0.2857142857142857,0.4,34.285714285714285,Medium,"Beck, Crawford and Hughes",Cardiologist,Tennessee
1571,39,1093774.0,28045.48717948718,682887.8775135989,25292.143611614774,12,14,0.3076923076923077,0.358974358974359,33.333333333333336,Medium,Perez-Simmons,Oncologist,Indiana
1572,44,1189928.1323920847,27043.8211907292,774746.7352846534,27669.526260166193,16,12,0.36363636363636365,0.2727272727272727,31.81818181818182,Medium,"Gillespie, Simpson and Myers",Cardiologist,Nevada
1573,56,1411185.0,25199.73214285714,1016386.3152721366,23636.891052840387,13,25,0.23214285714285715,0.44642857142857145,33.92857142857143,Medium,"Ray, Powers and Le",Orthopedic,Oregon
1574,40,1277219.2559874237,31930.481399685592,545471.5800045349,20979.676154020573,14,13,0.35,0.325,33.75,Medium,Garcia-Gibbs,Orthopedic,California
1575,45,1275872.1662871721,28352.714806381602,891575.3970292486,25473.582772264246,10,18,0.2222222222222222,0.4,31.11111111111111,Medium,"Day, Clark and Pierce",General Practitioner,West Virginia
1576,38,1115981.404861792,29367.931706889263,789784.4904141698,24680.765325442808,6,19,0.15789473684210525,0.5,32.89473684210526,Medium,Williams Group,Oncologist,Missouri
1577,35,945782.4622436011,27022.35606410289,532679.0335671166,23159.95798117898,12,9,0.34285714285714286,0.2571428571428571,30.0,Medium,"King, Merritt and Johnson",Orthopedic,Nevada
1578,39,1133337.0,29059.923076923078,866895.5560611235,26269.56230488253,6,12,0.15384615384615385,0.3076923076923077,23.076923076923077,Medium,Jones and Sons,Oncologist,Wyoming
1579,28,580735.0,20740.535714285714,400578.67238430405,17416.464016708873,5,13,0.17857142857142858,0.4642857142857143,32.142857142857146,Medium,Baker and Sons,Orthopedic,Arizona
1580,53,1617474.463748605,30518.386108464245,927190.6505352531,25755.295848201476,17,19,0.32075471698113206,0.3584905660377358,33.9622641509434,Medium,"Simmons, Dickson and Young",Cardiologist,Minnesota
1581,46,1051138.0,22850.82608695652,695958.6714155243,20469.372688691892,12,14,0.2608695652173913,0.30434782608695654,28.26086956521739,Medium,"Mcneil, Stokes and Cherry",Oncologist,Indiana
1582,39,829757.0,21275.82051282051,602992.0579759175,20099.735265863917,9,15,0.23076923076923078,0.38461538461538464,30.769230769230774,Medium,Zhang LLC,Orthopedic,Kansas
1583,37,980117.0,26489.64864864865,597698.3711807287,22988.39889156649,11,15,0.2972972972972973,0.40540540540540543,35.13513513513514,Medium,Reynolds PLC,Dermatologist,Nevada
1584,31,1143827.5540973402,36897.66303539807,565330.695750923,25696.849806860137,9,11,0.2903225806451613,0.3548387096774194,32.25806451612903,Medium,"Gonzalez, Bright and Kelly",Oncologist,Oregon
1585,33,883391.6720946246,26769.444608928017,484491.5895144824,21064.851718020975,10,12,0.30303030303030304,0.36363636363636365,33.333333333333336,Medium,"Dawson, Singh and Wilcox",Oncologist,New York
1586,32,768592.0,24018.5,474437.80890530255,21565.354950241024,10,9,0.3125,0.28125,29.6875,Medium,"Carlson, Johnson and Reed",Dermatologist,Arizona
1587,54,1428011.657254102,26444.660319520408,888952.5210051426,21165.536214408156,12,21,0.2222222222222222,0.3888888888888889,30.555555555555557,Medium,"Allen, Evans and Warren",Oncologist,New York
1588,47,1075422.0,22881.31914893617,722343.8958115764,21889.208963987163,14,14,0.2978723404255319,0.2978723404255319,29.78723404255319,Medium,"Schneider, Evans and Robinson",General Practitioner,West Virginia
1589,41,861980.0,21023.90243902439,459360.7955581556,17013.362798450205,14,15,0.34146341463414637,0.36585365853658536,35.36585365853659,Medium,Page-Thornton,Cardiologist,Delaware
1590,34,898746.0,26433.70588235294,521512.25307337346,23705.102412426066,12,11,0.35294117647058826,0.3235294117647059,33.82352941176471,Medium,Chandler Inc,Cardiologist,West Virginia
1591,39,1101075.0,28232.69230769231,689880.8714947792,25551.143388695527,12,13,0.3076923076923077,0.3333333333333333,32.05128205128205,Medium,Gomez-Mcdonald,Orthopedic,Colorado
1592,41,1050100.0,25612.19512195122,749773.7035676792,25854.2656402648,12,16,0.2926829268292683,0.3902439024390244,34.14634146341463,Medium,Valenzuela-Curry,General Practitioner,Maine
1593,54,1334152.0,24706.51851851852,711814.6023580352,20935.72359876574,20,15,0.37037037037037035,0.2777777777777778,32.407407407407405,Medium,Romero Ltd,Dermatologist,Alaska
1594,40,1218788.0620695732,30469.70155173933,682357.4717137455,22011.531345604693,9,15,0.225,0.375,30.0,Medium,"Hopkins, Jackson and Reese",Dermatologist,Hawaii
1595,46,1279538.3773365715,27816.051681229816,871078.6488819238,24887.961396626393,11,17,0.2391304347826087,0.3695652173913043,30.43478260869565,Medium,Taylor and Sons,Cardiologist,New Mexico
1596,30,965842.6997115684,32194.75665705228,662979.3167085887,26519.172668343548,5,9,0.16666666666666666,0.3,23.333333333333332,Medium,Hancock-Foster,Dermatologist,Alabama
1597,35,937056.0,26773.02857142857,431905.91543770465,20566.948354176413,14,10,0.4,0.2857142857142857,34.285714285714285,Medium,Kline-Rodgers,Cardiologist,New Hampshire
1598,40,1011839.0,25295.975,753070.0280186457,24292.58154898857,9,13,0.225,0.325,27.5,Medium,Tyler-Smith,General Practitioner,New Jersey
1599,45,1147360.0,25496.88888888889,821251.0734050272,24886.3961637887,12,16,0.26666666666666666,0.35555555555555557,31.111111111111114,Medium,"Orozco, Rodriguez and Williams",General Practitioner,Minnesota
1600,35,943046.3038825983,26944.18011093138,561872.4210605212,22474.896842420847,10,6,0.2857142857142857,0.17142857142857143,22.857142857142854,Medium,Larsen-Hammond,General Practitioner,New York
1601,49,1475270.0,30107.551020408162,1078207.59360075,26297.746185384145,8,17,0.16326530612244897,0.3469387755102041,25.51020408163265,Medium,Curry LLC,Orthopedic,New Hampshire
1602,36,917933.7566373227,25498.159906592296,560240.2022248486,20008.578650887448,8,12,0.2222222222222222,0.3333333333333333,27.777777777777775,Medium,"Short, Perez and Mora",Dermatologist,Montana
1603,34,741631.0,21812.676470588234,470360.6197542961,19598.359156429004,10,9,0.29411764705882354,0.2647058823529412,27.94117647058824,Medium,Jordan-Bennett,Orthopedic,Iowa
1604,33,623722.0,18900.666666666668,431256.8947469354,15972.47758321983,6,12,0.18181818181818182,0.36363636363636365,27.272727272727273,Medium,White Group,Oncologist,Indiana
1605,35,886206.1009845916,25320.174313845477,595968.7982485647,22072.918453650545,8,14,0.22857142857142856,0.4,31.42857142857143,Medium,Flowers-Joseph,Dermatologist,Wisconsin
1606,56,1419667.0,25351.196428571428,1040775.498891944,24780.369021236762,14,16,0.25,0.2857142857142857,26.785714285714285,Medium,Martinez-Bird,Oncologist,Georgia
1607,42,968920.0,23069.52380952381,711957.014006729,22248.65668771028,10,17,0.23809523809523808,0.40476190476190477,32.14285714285714,Medium,"Eaton, Williams and Taylor",General Practitioner,Kansas
1608,26,623141.0,23966.96153846154,466141.4711738206,24533.7616407274,7,8,0.2692307692307692,0.3076923076923077,28.846153846153847,Medium,Powell and Sons,Orthopedic,Connecticut
1609,39,1021919.8221252321,26203.072362185438,676487.7404550922,21822.185175970713,8,12,0.20512820512820512,0.3076923076923077,25.641025641025642,Medium,Bowers-Pugh,Orthopedic,New Hampshire
1610,44,1246627.0,28332.43181818182,757824.4912640816,25260.816375469385,14,19,0.3181818181818182,0.4318181818181818,37.5,Medium,King Inc,Cardiologist,North Carolina
1611,39,905809.7215334194,23225.890295728703,529185.1239832215,17639.50413277405,9,14,0.23076923076923078,0.358974358974359,29.48717948717949,Medium,Thomas Group,General Practitioner,South Carolina
1612,38,995665.0,26201.71052631579,741852.6385759076,22480.382987148714,5,15,0.13157894736842105,0.39473684210526316,26.31578947368421,Medium,"Mcdonald, Simmons and Tucker",Cardiologist,Colorado
1613,42,1028981.0,24499.54761904762,715196.9240138651,22349.903875433283,10,13,0.23809523809523808,0.30952380952380953,27.38095238095238,Medium,Collins-Newman,General Practitioner,Wisconsin
1614,43,1329789.092041899,30925.32772190463,520652.5457743138,20826.10183097255,18,11,0.4186046511627907,0.2558139534883721,33.720930232558146,Medium,Lee-Johnson,Cardiologist,Wyoming
1615,44,1147099.0,26070.43181818182,606811.8049714246,22474.51129523795,17,15,0.38636363636363635,0.3409090909090909,36.36363636363636,Medium,"Osborn, Foster and Smith",Orthopedic,Connecticut
1616,41,1147433.0,27986.170731707316,831680.9852971281,26828.41888055252,10,14,0.24390243902439024,0.34146341463414637,29.26829268292683,Medium,"Gutierrez, Lamb and Davies",Orthopedic,Vermont
1617,41,1045459.0,25499.0,722859.388649028,22589.355895282126,9,20,0.21951219512195122,0.4878048780487805,35.36585365853659,Medium,Clark-Rogers,Cardiologist,Minnesota
1618,49,1334744.0,27239.673469387755,834203.5015341413,23172.319487059478,13,15,0.2653061224489796,0.30612244897959184,28.57142857142857,Medium,Livingston PLC,Cardiologist,Washington
1619,36,1008180.0,28005.0,649097.8833291775,24040.662345525092,9,10,0.25,0.2777777777777778,26.38888888888889,Medium,Miller and Sons,Dermatologist,Ohio
1620,34,920194.0,27064.529411764706,571707.5319657812,23821.147165240884,10,11,0.29411764705882354,0.3235294117647059,30.88235294117647,Medium,"Clark, Schmitt and Fernandez",Orthopedic,Hawaii
1621,41,1424684.6931468295,34748.40714992267,853127.9436087052,25852.36192753652,8,18,0.1951219512195122,0.43902439024390244,31.707317073170735,Medium,Chen-Butler,Oncologist,Colorado
1622,40,941447.737365507,23536.193434137676,680775.8261812807,20629.570490341837,7,18,0.175,0.45,31.25,Medium,"Coleman, Santos and Brown",Oncologist,West Virginia
1623,51,1288489.0,25264.49019607843,818495.9557630245,22735.998771195125,15,17,0.29411764705882354,0.3333333333333333,31.372549019607842,Medium,"Bennett, Anderson and Boyd",General Practitioner,Oklahoma
1624,38,1011652.0,26622.42105263158,705733.8022167789,22054.18131927434,6,15,0.15789473684210525,0.39473684210526316,27.63157894736842,Medium,Stevenson Inc,Dermatologist,Maine
1625,42,1104897.0,26307.071428571428,724114.6037349299,21942.86677984636,9,15,0.21428571428571427,0.35714285714285715,28.57142857142857,Medium,Sharp-Blake,Cardiologist,South Carolina
1626,51,1238100.0,24276.470588235294,727278.569959039,19656.177566460512,14,18,0.27450980392156865,0.35294117647058826,31.372549019607845,Medium,Park Inc,Oncologist,Wisconsin
1627,30,767454.0,25581.8,463973.0641687494,23198.65320843747,10,8,0.3333333333333333,0.26666666666666666,30.0,Medium,Johnson Inc,General Practitioner,New Hampshire
1628,42,972247.0,23148.738095238095,654733.1423376272,21120.42394637507,11,18,0.2619047619047619,0.42857142857142855,34.523809523809526,Medium,Johnson-Perry,Orthopedic,Nebraska
1629,35,818306.0,23380.17142857143,558777.9670904117,20695.48026260784,8,16,0.22857142857142856,0.45714285714285713,34.285714285714285,Medium,Johnson Ltd,Orthopedic,New Jersey
1630,37,973702.0,26316.27027027027,607877.312192437,24315.09248769748,12,12,0.32432432432432434,0.32432432432432434,32.432432432432435,Medium,Flores-Griffith,Oncologist,Nevada
1631,35,993257.0,28378.77142857143,741967.9040968777,26498.85371774563,7,16,0.2,0.45714285714285713,32.85714285714286,Medium,Morris-Graves,General Practitioner,New Mexico
1632,42,1009064.0,24025.333333333332,639560.9353091803,21318.697843639344,12,17,0.2857142857142857,0.40476190476190477,34.52380952380952,Medium,Anderson and Sons,Orthopedic,Indiana
1633,34,993421.0,29218.264705882353,718110.8129895609,25646.814749627174,6,12,0.17647058823529413,0.35294117647058826,26.47058823529412,Medium,Williams and Sons,General Practitioner,Ohio
1634,38,837400.0,22036.842105263157,520447.8189455348,20817.912757821392,13,11,0.34210526315789475,0.2894736842105263,31.578947368421055,Medium,Brewer-Bell,Orthopedic,South Dakota
1635,35,770251.0,22007.17142857143,554288.6191125257,20529.20811527873,8,15,0.22857142857142856,0.42857142857142855,32.857142857142854,Medium,Pratt and Sons,Orthopedic,Massachusetts
1636,38,1061785.0,27941.71052631579,814350.6644317823,27145.02214772608,8,11,0.21052631578947367,0.2894736842105263,25.0,Medium,"Pacheco, Mcgee and Miller",Orthopedic,Wisconsin
1637,34,891744.0,26227.764705882353,698440.7631436039,23281.358771453462,4,15,0.11764705882352941,0.4411764705882353,27.941176470588236,Medium,Castillo Group,Cardiologist,New Mexico
1638,33,853943.0,25877.060606060608,645701.5672699584,23914.872861850312,6,12,0.18181818181818182,0.36363636363636365,27.272727272727273,Medium,Ward-Gonzales,Cardiologist,Massachusetts
1639,39,1034804.0,26533.4358974359,673774.6659783963,24954.617258459122,12,12,0.3076923076923077,0.3076923076923077,30.76923076923077,Medium,"Willis, Hanson and Parker",General Practitioner,California
1640,44,1072495.2144387069,24374.891237243337,658065.8776161454,18801.882217604154,9,22,0.20454545454545456,0.5,35.22727272727273,Medium,"Gray, Allison and Porter",Orthopedic,South Dakota
1641,44,1032784.8510182975,23472.38297768858,678880.214487439,20572.127711740577,11,17,0.25,0.38636363636363635,31.818181818181817,Medium,"Bailey, Daniels and Anderson",General Practitioner,Connecticut
1642,30,728674.0,24289.133333333335,465154.2576990125,22150.202747572024,9,13,0.3,0.43333333333333335,36.66666666666667,Medium,Richard and Sons,Oncologist,South Dakota
1643,32,937834.5547822719,29307.329836945995,671805.6345068966,23993.058375246306,4,13,0.125,0.40625,26.5625,Medium,Richardson LLC,Orthopedic,Rhode Island
1644,30,762351.0,25411.7,474735.554115899,21578.888823449957,8,11,0.26666666666666666,0.36666666666666664,31.666666666666664,Medium,"Wolfe, Lee and Henry",Orthopedic,Montana
1645,37,1046123.0096253252,28273.59485473852,571909.0726907346,19721.002506577057,8,19,0.21621621621621623,0.5135135135135135,36.486486486486484,Medium,"Pacheco, Norris and Blake",General Practitioner,Maine
1646,31,708708.0,22861.548387096773,395470.4551719686,19773.522758598432,11,12,0.3548387096774194,0.3870967741935484,37.096774193548384,Medium,Cross-Taylor,General Practitioner,Tennessee
1647,45,1095878.0,24352.844444444443,782615.3346211389,22360.438132032537,10,24,0.2222222222222222,0.5333333333333333,37.77777777777778,Medium,Hughes Group,Oncologist,Minnesota
1648,38,1046235.0593016674,27532.501560570196,612561.4804484674,20418.716014948914,8,14,0.21052631578947367,0.3684210526315789,28.94736842105263,Medium,"Dean, White and Garcia",Oncologist,Nevada
1649,37,978997.0,26459.37837837838,610370.8542336075,21798.9590797717,9,16,0.24324324324324326,0.43243243243243246,33.78378378378378,Medium,"Guzman, Howe and Boyd",General Practitioner,Tennessee
1650,46,1226290.0,26658.478260869564,904402.4432505496,26600.071860310283,12,14,0.2608695652173913,0.30434782608695654,28.26086956521739,Medium,Chavez LLC,Cardiologist,Illinois
1651,40,827556.0,20688.9,441541.1567989208,17661.646271956834,15,15,0.375,0.375,37.5,Medium,Porter-Butler,Dermatologist,Wisconsin
1652,29,729709.0,25162.379310344826,479995.7087729241,22856.938512996385,8,9,0.27586206896551724,0.3103448275862069,29.310344827586206,Medium,Hopkins-Anderson,Oncologist,California
1653,36,961893.524084464,26719.264557901777,702558.0025847027,21954.93758077196,4,13,0.1111111111111111,0.3611111111111111,23.611111111111107,Medium,"Arellano, Gallegos and Roberts",Dermatologist,Oregon
1654,37,745369.0,20145.108108108107,418717.11202966335,16104.504308833206,11,9,0.2972972972972973,0.24324324324324326,27.027027027027028,Medium,Taylor-Jackson,Oncologist,Mississippi
1655,32,833757.0,26054.90625,575083.0551724375,23961.793965518227,8,10,0.25,0.3125,28.125,Medium,"Goodman, Nguyen and Smith",Oncologist,Georgia
1656,44,1045672.0,23765.272727272728,768614.002051886,21960.400058625317,9,18,0.20454545454545456,0.4090909090909091,30.681818181818187,Medium,Bowers Inc,Oncologist,Wyoming
1657,43,1013558.0,23571.116279069767,741837.4311137504,21818.747973933838,9,23,0.20930232558139536,0.5348837209302325,37.20930232558139,Medium,"Taylor, Pittman and Jordan",Oncologist,Pennsylvania
1658,41,1076517.0,26256.51219512195,732075.9085994695,26145.568164266766,13,11,0.3170731707317073,0.2682926829268293,29.26829268292683,Medium,Conrad and Sons,Cardiologist,New York
1659,31,960246.8821368269,30975.70587538151,458667.6421931571,21841.31629491224,10,13,0.3225806451612903,0.41935483870967744,37.096774193548384,Medium,Russo Group,Cardiologist,Maryland
1660,41,1052178.8182855912,25662.89800696564,761639.8241246097,24569.02658466483,10,17,0.24390243902439024,0.4146341463414634,32.92682926829268,Medium,"Black, Clark and Perez",Dermatologist,Maryland
1661,47,1347570.0,28671.702127659573,788811.3613965381,24650.355043641815,15,15,0.3191489361702128,0.3191489361702128,31.914893617021278,Medium,"Burke, Mcmahon and Mason",General Practitioner,Vermont
1662,38,900914.0,23708.263157894737,624471.9780066513,22302.57064309469,10,16,0.2631578947368421,0.42105263157894735,34.21052631578947,Medium,"Arroyo, Franco and Coleman",Dermatologist,Ohio
1663,39,1046901.9365350793,26843.639398335366,654458.0701010796,22567.51965865792,10,10,0.2564102564102564,0.2564102564102564,25.64102564102564,Medium,"Orozco, Davis and Wright",Cardiologist,South Carolina
1664,40,1073946.5545394372,26848.66386348593,642597.0667660787,22158.519543657887,11,14,0.275,0.35,31.25,Medium,Smith Inc,Cardiologist,New Mexico
1665,36,849031.271784768,23584.201994021332,588214.9974126039,21785.740644911257,9,15,0.25,0.4166666666666667,33.333333333333336,Medium,Ramsey-Little,Orthopedic,Utah
1666,44,1102531.0,25057.522727272728,792115.2326137156,23297.50684157987,10,16,0.22727272727272727,0.36363636363636365,29.545454545454547,Medium,Lynn Inc,Orthopedic,Georgia
1667,51,1113054.0,21824.58823529412,724253.4788417629,19574.418347074672,14,16,0.27450980392156865,0.3137254901960784,29.411764705882355,Medium,"Alvarez, Flores and Alexander",Oncologist,Mississippi
1668,43,981848.0,22833.674418604653,660769.4967374293,20023.318082952403,10,12,0.23255813953488372,0.27906976744186046,25.58139534883721,Medium,"Davis, Hale and Williams",Orthopedic,Vermont
1669,42,990006.0,23571.571428571428,703086.7093062183,20679.020861947596,8,19,0.19047619047619047,0.4523809523809524,32.142857142857146,Medium,"Baker, Benson and Harris",General Practitioner,Alabama
1670,41,1175941.236423788,28681.4935713119,722894.9882258405,22590.468382057516,9,22,0.21951219512195122,0.5365853658536586,37.804878048780495,Medium,"Singh, Johnson and Ray",Dermatologist,Connecticut
1671,42,1122015.0,26714.64285714286,737490.2515407896,23790.00811421902,11,19,0.2619047619047619,0.4523809523809524,35.714285714285715,Medium,"Williams, Eaton and Morris",Dermatologist,Vermont
1672,34,854988.8305207484,25146.730309433777,549080.1174945188,21963.20469978075,9,13,0.2647058823529412,0.38235294117647056,32.35294117647059,Medium,"Nelson, Williams and Jones",Cardiologist,Georgia
1673,41,1031573.0,25160.317073170732,628002.900459642,22428.67501641579,13,15,0.3170731707317073,0.36585365853658536,34.146341463414636,Medium,Huerta Ltd,Dermatologist,Arizona
1674,45,1188321.6889063031,26407.148642362292,734705.9575278079,23700.192178316385,14,17,0.3111111111111111,0.37777777777777777,34.44444444444444,Medium,Newton Group,General Practitioner,Wisconsin
1675,40,1026451.1592155169,25661.27898038792,740451.1106380208,21155.746018229165,5,19,0.125,0.475,30.0,Medium,Thompson LLC,Orthopedic,New Mexico
1676,34,955976.0,28116.941176470587,552095.8622145115,24004.167922370067,11,13,0.3235294117647059,0.38235294117647056,35.294117647058826,Medium,"Francis, Walker and Gomez",Orthopedic,Indiana
1677,46,1112455.0,24183.804347826088,727706.1554426819,22740.81735758381,14,16,0.30434782608695654,0.34782608695652173,32.608695652173914,Medium,Smith-Barker,General Practitioner,Utah
1678,47,1271649.0,27056.36170212766,896898.6889226848,24240.505106018507,10,20,0.2127659574468085,0.425531914893617,31.914893617021278,Medium,Morgan-Jordan,Orthopedic,Alabama
1679,44,1012412.0033551904,23009.363712617964,762741.6019864095,20072.147420694986,6,16,0.13636363636363635,0.36363636363636365,25.0,Medium,Ford-Adams,Oncologist,New Mexico
1680,48,1319007.0,27479.3125,895415.8908593615,24200.429482685446,11,12,0.22916666666666666,0.25,23.958333333333332,Medium,Frazier-Chang,Dermatologist,New York
